Ano,Trimestre,UF,Capital,S01015,S01028,S01029,V4010
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,7112
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,5153
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2320
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,3411
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,9520
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,3334
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,5223
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2652
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1211
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1211
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,3513
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,4321
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1420
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1420
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1439
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1439
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,3322
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,5221
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2423
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2632
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,8153
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,9611
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,8322
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1221
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2512
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2512
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1420
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1346
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1120
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,3431
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2431
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2423
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,3323
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2431
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1211
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2144
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,3423
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,1221
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,3332
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1221
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1112
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Não,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,7112
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,3339
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1120
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1120
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2411
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,3339
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1346
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2432
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1221
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2611
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2230
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,5221
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1219
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,5246
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,5221
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,5221
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,5132
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,9112
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,7522
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Não,5153
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Não,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Não,NA
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,5142
2020,1,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2351
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2654
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2266
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Não,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2643
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2611
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2423
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2421
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,2,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2611
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Não,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Não,Não,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,3411
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,3253
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,3322
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2262
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,3334
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2151
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2310
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,4110
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,5243
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,4110
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2113
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2261
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1221
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2634
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1323
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1323
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2264
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2421
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,3332
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2330
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2163
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1420
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,NA
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1221
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,1221
2020,3,São Paulo,Município de São Paulo (SP),"Diária, em tempo integral",Sim,Sim,2261
